InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,DayName
551191,22084,PAPER CHAIN KIT EMPIRE,320,2011-04-27 10:52:00,2.55,16698,United Kingdom,Wednesday
566566,22991,GIRAFFE WOODEN RULER,1,2011-09-13 12:32:00,4.13,14096,United Kingdom,Tuesday
562652,84991,60 TEATIME FAIRY CAKE CASES,24,2011-08-08 13:34:00,0.55,14844,United Kingdom,Monday
545105,22659,LUNCH BOX I LOVE LONDON,24,2011-02-28 11:58:00,1.95,12598,France,Monday
549439,48138,DOORMAT UNION FLAG,4,2011-04-08 12:42:00,7.95,13562,United Kingdom,Friday
555856,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,2011-06-07 14:02:00,4.65,17124,United Kingdom,Tuesday
580506,22072,RED RETROSPOT TEA CUP AND SAUCER ,12,2011-12-04 13:34:00,1.25,13319,United Kingdom,Sunday
538809,21790,VINTAGE SNAP CARDS,24,2010-12-14 12:17:00,0.85,15514,United Kingdom,Tuesday
557211,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-06-17 11:49:00,3.75,15513,United Kingdom,Friday
563099,22507,MEMO BOARD RETROSPOT  DESIGN,8,2011-08-12 09:37:00,4.95,15689,United Kingdom,Friday
541268,84988,SET OF 72 PINK HEART PAPER DOILIES,2,2011-01-17 10:52:00,1.45,12872,United Kingdom,Monday
537226,22052,VINTAGE CARAVAN GIFT WRAP,25,2010-12-06 08:34:00,0.42,15987,United Kingdom,Monday
566264,21774,DECORATIVE CATS BATHROOM BOTTLE,18,2011-09-11 13:07:00,1.25,14606,United Kingdom,Sunday
560105,20723,STRAWBERRY CHARLOTTE BAG,5,2011-07-14 19:23:00,0.85,16794,United Kingdom,Thursday
574491,23229,VINTAGE DONKEY TAIL GAME ,6,2011-11-04 13:05:00,3.75,16318,United Kingdom,Friday
569140,23510,MINI PLAYING CARDS GYMKHANA,20,2011-09-30 14:59:00,0.42,14503,United Kingdom,Friday
574619,22309,TEA COSY RED  STRIPE,3,2011-11-06 11:18:00,2.55,15952,United Kingdom,Sunday
542239,21166,COOK WITH WINE METAL SIGN ,1,2011-01-26 14:35:00,1.95,17786,United Kingdom,Wednesday
537126,20973,12 PENCIL SMALL TUBE WOODLAND,1,2010-12-05 12:13:00,0.65,18118,United Kingdom,Sunday
579196,22208,WOOD STAMP SET THANK YOU,1,2011-11-28 15:54:00,3.29,14096,United Kingdom,Monday
553740,23162,REGENCY TEA STRAINER,4,2011-05-19 09:31:00,3.75,16647,United Kingdom,Thursday
556416,22620,4 TRADITIONAL SPINNING TOPS,1,2011-06-10 12:19:00,1.45,15527,United Kingdom,Friday
577029,23157,SET OF 6 NATIVITY MAGNETS ,12,2011-11-17 12:59:00,2.08,15563,United Kingdom,Thursday
581193,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-12-07 17:05:00,4.95,17097,Spain,Wednesday
560253,21754,HOME BUILDING BLOCK WORD,3,2011-07-17 12:52:00,5.95,13993,United Kingdom,Sunday
549556,22982,PANTRY PASTRY BRUSH,4,2011-04-10 12:53:00,1.25,17372,United Kingdom,Sunday
560920,21564,PINK  HEART SHAPE LOVE BUCKET ,6,2011-07-21 18:36:00,2.95,15370,United Kingdom,Thursday
542520,21843,RED RETROSPOT CAKE STAND,1,2011-01-28 12:21:00,10.95,15547,United Kingdom,Friday
580514,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-12-04 14:01:00,7.95,16905,United Kingdom,Sunday
549732,23207,LUNCH BAG ALPHABET DESIGN,10,2011-04-11 16:47:00,1.65,15615,United Kingdom,Monday
540816,20972,PINK CREAM FELT CRAFT TRINKET BOX ,4,2011-01-11 12:55:00,1.25,15518,United Kingdom,Tuesday
559547,22998,TRAVEL CARD WALLET KEEP CALM,4,2011-07-10 15:12:00,0.42,17758,United Kingdom,Sunday
563477,21034,REX CASH+CARRY JUMBO SHOPPER,1,2011-08-16 15:39:00,0.95,17097,Spain,Tuesday
560504,22630,DOLLY GIRL LUNCH BOX,12,2011-07-19 11:47:00,1.95,13081,United Kingdom,Tuesday
580833,22384,LUNCH BAG PINK POLKADOT,1,2011-12-06 11:41:00,1.65,16764,United Kingdom,Tuesday
553067,22971,QUEENS GUARD COFFEE MUG,6,2011-05-13 11:44:00,2.55,16871,United Kingdom,Friday
538645,22630,DOLLY GIRL LUNCH BOX,12,2010-12-13 14:52:00,1.95,13269,United Kingdom,Monday
553838,22553,PLASTERS IN TIN SKULLS,12,2011-05-19 12:10:00,1.65,12620,France,Thursday
577328,15060B,FAIRY CAKE DESIGN UMBRELLA,18,2011-11-18 14:14:00,2.95,14088,United Kingdom,Friday
538866,21137,BLACK RECORD COVER FRAME,7,2010-12-14 14:40:00,3.75,17841,United Kingdom,Tuesday
555691,23175,REGENCY MILK JUG PINK ,4,2011-06-06 14:31:00,3.25,12843,United Kingdom,Monday
547106,22384,LUNCH BAG PINK POLKADOT,10,2011-03-21 11:24:00,1.65,15039,United Kingdom,Monday
572484,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,4,2011-10-24 13:50:00,0.55,17220,United Kingdom,Monday
548614,85188A,GREEN METAL SWINGING BUNNY,6,2011-04-01 11:47:00,0.85,14419,United Kingdom,Friday
559322,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,72,2011-07-07 14:46:00,3.75,15769,United Kingdom,Thursday
581336,23118,PARISIENNE JEWELLERY DRAWER ,2,2011-12-08 12:10:00,7.5,16161,United Kingdom,Thursday
538163,20966,SANDWICH BATH SPONGE,2,2010-12-09 17:27:00,1.25,17841,United Kingdom,Thursday
566085,23206,LUNCH BAG APPLE DESIGN,1,2011-09-09 10:12:00,1.65,17841,United Kingdom,Friday
566582,23237,SET OF 4 KNICK KNACK TINS LEAF,6,2011-09-13 13:49:00,4.15,13384,United Kingdom,Tuesday
536685,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,2010-12-02 12:23:00,3.39,17850,United Kingdom,Thursday
560580,23199,JUMBO BAG APPLES,60,2011-07-19 15:23:00,1.79,14088,United Kingdom,Tuesday
576353,22093,MOTORING TISSUE BOX,1,2011-11-14 16:17:00,0.39,15050,United Kingdom,Monday
540672,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,2011-01-10 15:51:00,3.75,15281,United Kingdom,Monday
565295,47559B,TEA TIME OVEN GLOVE,10,2011-09-02 12:01:00,1.25,12794,Portugal,Friday
550309,21922,UNION STRIPE WITH FRINGE  HAMMOCK,12,2011-04-17 10:59:00,6.95,13220,United Kingdom,Sunday
538437,72127,COLUMBIAN CANDLE ROUND ,2,2010-12-12 12:18:00,1.25,16010,United Kingdom,Sunday
578323,21892,TRADITIONAL WOODEN CATCH CUP GAME ,5,2011-11-23 17:19:00,1.25,15743,United Kingdom,Wednesday
569424,51014A,"FEATHER PEN,HOT PINK",12,2011-10-04 10:49:00,0.39,15529,United Kingdom,Tuesday
553940,85099B,JUMBO BAG RED RETROSPOT,10,2011-05-20 10:36:00,2.08,14112,United Kingdom,Friday
574383,22188,BLACK HEART CARD HOLDER,2,2011-11-04 11:03:00,2.31,18102,United Kingdom,Friday
577730,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2011-11-21 12:59:00,4.95,17253,United Kingdom,Monday
571046,51014L,"FEATHER PEN,LIGHT PINK",12,2011-10-13 13:35:00,0.39,18096,United Kingdom,Thursday
568320,21508,VINTAGE KID DOLLY CARD ,12,2011-09-26 13:35:00,0.42,17674,United Kingdom,Monday
581285,22304,COFFEE MUG BLUE PAISLEY DESIGN,36,2011-12-08 11:36:00,2.1,13394,United Kingdom,Thursday
564745,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2011-08-28 15:27:00,1.25,16806,United Kingdom,Sunday
564093,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-08-23 10:29:00,0.85,14930,Channel Islands,Tuesday
575767,85199S,SMALL HANGING IVORY/RED WOOD BIRD,2,2011-11-11 11:11:00,0.42,17348,United Kingdom,Friday
563729,15056N,EDWARDIAN PARASOL NATURAL,48,2011-08-18 17:39:00,5.95,14051,United Kingdom,Thursday
578936,22356,CHARLOTTE BAG PINK POLKADOT,5,2011-11-27 13:00:00,0.85,16923,United Kingdom,Sunday
546635,22530,MAGIC DRAWING SLATE DOLLY GIRL ,15,2011-03-15 12:11:00,0.42,16392,United Kingdom,Tuesday
580880,72819,CUPID DESIGN SCENTED CANDLES,12,2011-12-06 12:19:00,1.25,14121,United Kingdom,Tuesday
566929,23343,JUMBO BAG VINTAGE CHRISTMAS ,100,2011-09-15 15:21:00,1.79,17428,United Kingdom,Thursday
581193,23266,SET OF 3 WOODEN STOCKING DECORATION,2,2011-12-07 17:05:00,1.25,17097,Spain,Wednesday
558057,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2011-06-24 14:57:00,1.65,15665,United Kingdom,Friday
537828,21810,CHRISTMAS HANGING STAR WITH BELL,12,2010-12-08 14:43:00,1.25,15680,United Kingdom,Wednesday
577772,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-11-21 15:53:00,1.45,18139,United Kingdom,Monday
554348,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-05-24 08:49:00,1.45,13523,United Kingdom,Tuesday
554098,21704,BAG 250g SWIRLY MARBLES,3,2011-05-22 13:01:00,0.85,14769,United Kingdom,Sunday
579446,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,2011-11-29 13:43:00,3.25,14121,United Kingdom,Tuesday
568530,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2011-09-27 13:42:00,1.69,17591,United Kingdom,Tuesday
541684,20998,ROSE DU SUD OVEN GLOVE,5,2011-01-20 15:22:00,2.95,15498,United Kingdom,Thursday
539580,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-20 12:51:00,2.95,15312,United Kingdom,Monday
537224,22632,HAND WARMER RED RETROSPOT,1,2010-12-05 16:24:00,2.1,13174,United Kingdom,Sunday
553664,82583,HOT BATHS METAL SIGN,1,2011-05-18 12:15:00,2.1,16906,United Kingdom,Wednesday
568709,47504K,ENGLISH ROSE GARDEN SECATEURS,1,2011-09-28 15:42:00,0.79,15036,United Kingdom,Wednesday
565725,21136,PAINTED METAL PEARS ASSORTED,8,2011-09-06 11:55:00,1.69,13949,United Kingdom,Tuesday
545692,21843,RED RETROSPOT CAKE STAND,1,2011-03-06 12:58:00,10.95,17428,United Kingdom,Sunday
542219,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2011-01-26 12:36:00,8.5,17735,United Kingdom,Wednesday
553404,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-05-17 08:34:00,0.42,14952,United Kingdom,Tuesday
548176,85204,HANGING WOOD AND FELT FLOWER,5,2011-03-29 14:20:00,0.42,13439,United Kingdom,Tuesday
566572,21539,RED RETROSPOT BUTTER DISH,3,2011-09-13 12:52:00,4.95,13488,United Kingdom,Tuesday
545053,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-02-27 12:41:00,2.55,17516,United Kingdom,Sunday
579468,23414,ZINC BOX SIGN HOME,1,2011-11-29 14:58:00,9.95,14711,United Kingdom,Tuesday
542806,22767,TRIPLE PHOTO FRAME CORNICE ,2,2011-02-01 11:20:00,9.95,12836,United Kingdom,Tuesday
543828,71459,HANGING JAM JAR T-LIGHT HOLDER,96,2011-02-14 09:45:00,0.72,14156,EIRE,Monday
578522,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,2011-11-24 14:09:00,1.25,17254,United Kingdom,Thursday
550003,84658,WHITE STITCHED CUSHION COVER,4,2011-04-14 09:43:00,6.95,14428,United Kingdom,Thursday
549589,22087,PAPER BUNTING WHITE LACE,6,2011-04-11 10:04:00,2.95,16552,United Kingdom,Monday
561052,23286,BLUE VINTAGE SPOT BEAKER,96,2011-07-24 13:12:00,0.72,16684,United Kingdom,Sunday
574837,21217,RED RETROSPOT ROUND CAKE TINS,3,2011-11-07 11:33:00,9.95,15785,United Kingdom,Monday
540402,15056N,EDWARDIAN PARASOL NATURAL,3,2011-01-07 09:31:00,5.95,16567,United Kingdom,Friday
579559,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,2,2011-11-30 11:30:00,0.83,16764,United Kingdom,Wednesday
550890,22077,6 RIBBONS RUSTIC CHARM,5,2011-04-21 12:00:00,1.65,14711,United Kingdom,Thursday
578270,22688,DOORMAT PEACE ON EARTH BLUE,1,2011-11-23 13:39:00,15.79,14096,United Kingdom,Wednesday
548768,84509G,SET OF 4 FAIRY CAKE PLACEMATS ,1,2011-04-04 12:34:00,3.75,17886,United Kingdom,Monday
579446,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-11-29 13:43:00,0.85,14121,United Kingdom,Tuesday
579938,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-12-01 10:18:00,1.45,14146,United Kingdom,Thursday
566495,23239,SET OF 4 KNICK KNACK TINS POPPIES,3,2011-09-13 11:14:00,4.15,15529,United Kingdom,Tuesday
551517,21993,FLORAL FOLK STATIONERY SET,3,2011-05-01 11:14:00,2.95,16931,United Kingdom,Sunday
569662,23313,VINTAGE CHRISTMAS BUNTING,5,2011-10-05 13:19:00,4.95,15244,United Kingdom,Wednesday
552968,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-05-12 13:33:00,8.25,16184,United Kingdom,Thursday
553194,22197,SMALL POPCORN HOLDER,10,2011-05-15 13:37:00,0.85,16283,United Kingdom,Sunday
578270,21172,PARTY METAL SIGN ,1,2011-11-23 13:39:00,4.13,14096,United Kingdom,Wednesday
554850,82583,HOT BATHS METAL SIGN,12,2011-05-27 09:15:00,2.1,17739,United Kingdom,Friday
574714,21790,VINTAGE SNAP CARDS,3,2011-11-06 14:29:00,0.85,15427,United Kingdom,Sunday
576865,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,2,2011-11-16 16:08:00,0.39,12748,United Kingdom,Wednesday
579711,85049A,TRADITIONAL CHRISTMAS RIBBONS,2,2011-11-30 14:17:00,1.25,15060,United Kingdom,Wednesday
542001,21199,PINK  HEART CONFETTI IN TUBE,48,2011-01-25 10:56:00,0.42,14298,United Kingdom,Tuesday
546079,22267,EASTER DECORATION EGG BUNNY ,12,2011-03-09 11:05:00,1.25,14534,United Kingdom,Wednesday
563215,22741,FUNKY DIVA PEN,48,2011-08-14 12:56:00,0.85,15683,United Kingdom,Sunday
548563,22501,PICNIC BASKET WICKER LARGE,1,2011-04-01 10:21:00,9.95,18118,United Kingdom,Friday
560305,21471,STRAWBERRY RAFFIA FOOD COVER,1,2011-07-18 10:49:00,3.75,16511,United Kingdom,Monday
538641,85049E,SCANDINAVIAN REDS RIBBONS,36,2010-12-13 14:36:00,1.25,15640,United Kingdom,Monday
538504,22696,WICKER WREATH LARGE,2,2010-12-12 13:01:00,1.95,16011,United Kingdom,Sunday
568589,22495,SET OF 2 ROUND TINS CAMEMBERT ,6,2011-09-28 10:27:00,2.95,17405,United Kingdom,Wednesday
560650,47566,PARTY BUNTING,2,2011-07-20 11:38:00,4.95,15529,United Kingdom,Wednesday
572673,21499,BLUE POLKADOT WRAP,25,2011-10-25 13:16:00,0.42,13309,United Kingdom,Tuesday
580720,22866,HAND WARMER SCOTTY DOG DESIGN,2,2011-12-05 16:55:00,2.1,14629,United Kingdom,Monday
563924,22481,BLACK TEA TOWEL CLASSIC DESIGN,3,2011-08-21 14:32:00,1.25,15984,United Kingdom,Sunday
540817,21755,LOVE BUILDING BLOCK WORD,3,2011-01-11 12:56:00,5.95,14209,United Kingdom,Tuesday
557070,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-06-16 15:28:00,4.95,14755,United Kingdom,Thursday
559523,22132,RED LOVE HEART SHAPE CUP,1,2011-07-08 17:19:00,0.85,13955,United Kingdom,Friday
561471,20725,LUNCH BAG RED RETROSPOT,20,2011-07-27 13:14:00,1.65,14911,EIRE,Wednesday
575956,21814,HEART T-LIGHT HOLDER ,12,2011-11-13 12:17:00,1.45,14487,United Kingdom,Sunday
549831,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-04-12 13:10:00,0.55,14844,United Kingdom,Tuesday
553017,22557,PLASTERS IN TIN VINTAGE PAISLEY ,3,2011-05-12 19:01:00,1.65,12757,Portugal,Thursday
566292,22625,RED KITCHEN SCALES,2,2011-09-11 15:35:00,8.5,13381,United Kingdom,Sunday
571318,21915,RED  HARMONICA IN BOX ,240,2011-10-17 10:50:00,1.25,17404,Sweden,Monday
559027,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-07-05 14:24:00,0.85,17046,United Kingdom,Tuesday
571212,22367,CHILDRENS APRON SPACEBOY DESIGN,2,2011-10-14 12:53:00,1.95,12856,United Kingdom,Friday
564356,23241,TREASURE TIN GYMKHANA DESIGN,6,2011-08-24 15:47:00,2.08,13969,United Kingdom,Wednesday
574934,23534,WALL ART STOP FOR TEA ,3,2011-11-07 16:50:00,5.95,16717,United Kingdom,Monday
552547,23171,REGENCY TEA PLATE GREEN ,12,2011-05-10 10:34:00,1.65,13098,United Kingdom,Tuesday
559535,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,3,2011-07-10 12:16:00,1.25,17841,United Kingdom,Sunday
556917,22028,PENNY FARTHING BIRTHDAY CARD,72,2011-06-15 13:37:00,0.36,12415,Australia,Wednesday
548259,37446,MINI CAKE STAND WITH HANGING CAKES,3,2011-03-30 11:12:00,1.45,14099,United Kingdom,Wednesday
579499,22383,LUNCH BAG SUKI DESIGN ,10,2011-11-29 15:59:00,1.65,17682,United Kingdom,Tuesday
575602,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-11-10 12:27:00,5.45,17059,United Kingdom,Thursday
551599,22502,PICNIC BASKET WICKER SMALL,4,2011-05-03 11:34:00,5.95,15696,United Kingdom,Tuesday
543232,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,6,2011-02-04 13:28:00,0.85,13113,United Kingdom,Friday
580677,22766,PHOTO FRAME CORNICE,4,2011-12-05 14:40:00,2.95,16200,United Kingdom,Monday
561040,85114B,IVORY ENCHANTED FOREST PLACEMAT,6,2011-07-24 12:05:00,1.65,12431,Australia,Sunday
539421,22768,FAMILY PHOTO FRAME CORNICE,2,2010-12-17 14:21:00,9.95,14016,EIRE,Friday
558262,20725,LUNCH BAG RED RETROSPOT,100,2011-06-28 08:45:00,1.45,14646,Netherlands,Tuesday
562157,20974,12 PENCILS SMALL TUBE SKULL,9,2011-08-03 11:44:00,0.65,16012,United Kingdom,Wednesday
567508,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-09-20 14:50:00,1.25,17724,United Kingdom,Tuesday
574481,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,2011-11-04 12:45:00,5.95,18022,United Kingdom,Friday
563692,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-08-18 13:01:00,2.95,17243,United Kingdom,Thursday
544942,22553,PLASTERS IN TIN SKULLS,12,2011-02-25 10:29:00,1.65,15544,United Kingdom,Friday
577031,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-11-17 13:00:00,2.08,15298,United Kingdom,Thursday
574676,22169,FAMILY ALBUM WHITE PICTURE FRAME,1,2011-11-06 12:32:00,8.5,16243,United Kingdom,Sunday
575656,22750,FELTCRAFT PRINCESS LOLA DOLL,8,2011-11-10 14:29:00,3.75,13319,United Kingdom,Thursday
547987,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-03-29 09:11:00,1.95,17428,United Kingdom,Tuesday
538814,22523,CHILDS GARDEN FORK PINK,1,2010-12-14 12:30:00,0.85,15983,United Kingdom,Tuesday
558707,21084,SET/6 COLLAGE PAPER CUPS,1,2011-07-01 12:58:00,0.19,12748,United Kingdom,Friday
555406,21745,GAOLERS KEYS DECORATIVE GARDEN ,2,2011-06-02 19:50:00,3.75,17231,United Kingdom,Thursday
548612,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,4,2011-04-01 11:34:00,1.25,13137,United Kingdom,Friday
571505,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2011-10-17 15:19:00,1.25,17244,United Kingdom,Monday
576657,20718,RED RETROSPOT SHOPPER BAG,10,2011-11-16 11:03:00,1.25,12720,Germany,Wednesday
552294,84991,60 TEATIME FAIRY CAKE CASES,24,2011-05-08 14:06:00,0.55,16232,United Kingdom,Sunday
554072,21385,IVORY HANGING DECORATION  HEART,24,2011-05-22 11:24:00,0.85,13555,United Kingdom,Sunday
578020,22423,REGENCY CAKESTAND 3 TIER,2,2011-11-22 13:20:00,12.75,16979,United Kingdom,Tuesday
579103,23227,FILIGREE HEART BUTTERFLY WHITE ,4,2011-11-28 11:39:00,1.25,18041,United Kingdom,Monday
575335,23201,JUMBO BAG ALPHABET,200,2011-11-09 13:56:00,1.79,12931,United Kingdom,Wednesday
546107,84218,BOX/12 CHICK & EGG IN BASKET,1,2011-03-09 12:33:00,1.95,17238,United Kingdom,Wednesday
552023,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,2011-05-05 17:59:00,0.29,17624,United Kingdom,Thursday
571441,23284,DOORMAT KEEP CALM AND COME IN,2,2011-10-17 13:31:00,16.63,14096,United Kingdom,Monday
580520,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-12-04 14:55:00,1.65,13521,United Kingdom,Sunday
550199,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-04-15 10:20:00,0.85,16523,United Kingdom,Friday
570246,22049,WRAP CHRISTMAS SCREEN PRINT,25,2011-10-09 16:22:00,0.19,16921,United Kingdom,Sunday
559322,22385,JUMBO BAG SPACEBOY DESIGN,100,2011-07-07 14:46:00,1.79,15769,United Kingdom,Thursday
566213,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-09-09 15:09:00,2.1,14895,United Kingdom,Friday
573556,22867,HAND WARMER BIRD DESIGN,36,2011-10-31 13:51:00,2.1,17675,United Kingdom,Monday
557263,21929,JUMBO BAG PINK VINTAGE PAISLEY,100,2011-06-19 11:08:00,1.79,14646,Netherlands,Sunday
564216,22955,36 FOIL STAR CAKE CASES ,6,2011-08-24 09:23:00,2.1,12642,Germany,Wednesday
537825,22131,FOOD CONTAINER SET 3 LOVE HEART ,4,2010-12-08 14:36:00,1.95,15005,United Kingdom,Wednesday
560415,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-07-18 14:36:00,1.25,15152,United Kingdom,Monday
573945,23534,WALL ART STOP FOR TEA ,3,2011-11-02 10:44:00,5.95,17663,United Kingdom,Wednesday
568369,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-09-26 16:15:00,2.95,16710,United Kingdom,Monday
572335,22865,HAND WARMER OWL DESIGN,12,2011-10-24 10:27:00,2.1,14493,United Kingdom,Monday
549576,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-04-11 08:14:00,2.08,17069,United Kingdom,Monday
539353,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2010-12-17 11:30:00,2.95,12782,Portugal,Friday
554275,22801,ANTIQUE GLASS PEDESTAL BOWL,2,2011-05-23 13:17:00,3.75,14903,United Kingdom,Monday
567154,22386,JUMBO BAG PINK POLKADOT,1,2011-09-16 16:29:00,2.08,15523,United Kingdom,Friday
567631,23171,REGENCY TEA PLATE GREEN ,12,2011-09-21 13:33:00,1.65,13350,United Kingdom,Wednesday
575683,21623,VINTAGE UNION JACK MEMOBOARD,48,2011-11-10 15:51:00,8.5,17389,United Kingdom,Thursday
569037,85049C,ROMANTIC PINKS RIBBONS ,2,2011-09-30 10:45:00,1.25,13263,United Kingdom,Friday
565541,21733,RED HANGING HEART T-LIGHT HOLDER,2,2011-09-05 12:00:00,2.95,14159,United Kingdom,Monday
538255,22794,SWEETHEART WIRE MAGAZINE RACK,2,2010-12-10 12:33:00,7.95,14911,EIRE,Friday
557878,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-06-23 13:13:00,0.85,16940,United Kingdom,Thursday
550906,85141,JARDIN ETCHED GLASS FRUITBOWL,12,2011-04-21 12:34:00,3.95,14298,United Kingdom,Thursday
559884,47504K,ENGLISH ROSE GARDEN SECATEURS,24,2011-07-13 11:34:00,0.79,16843,United Kingdom,Wednesday
568531,22396,MAGNETS PACK OF 4 RETRO PHOTO,4,2011-09-27 13:49:00,0.39,16713,United Kingdom,Tuesday
558375,22030,SWALLOWS GREETING CARD,12,2011-06-28 16:02:00,0.42,13418,United Kingdom,Tuesday
553852,35810A,ENAMEL PINK COFFEE CONTAINER,12,2011-05-19 13:05:00,0.83,15599,United Kingdom,Thursday
573903,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,4,2011-11-01 14:51:00,0.85,14667,United Kingdom,Tuesday
579524,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,24,2011-11-30 08:17:00,0.79,16295,United Kingdom,Wednesday
554016,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-20 13:14:00,2.95,13243,United Kingdom,Friday
537673,85049E,SCANDINAVIAN REDS RIBBONS,24,2010-12-08 09:49:00,1.25,12709,Germany,Wednesday
575985,22179,SET 10 NIGHT OWL LIGHTS,1,2011-11-13 14:09:00,6.75,17841,United Kingdom,Sunday
562046,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-08-02 10:34:00,3.75,12378,Switzerland,Tuesday
562269,23245,SET OF 3 REGENCY CAKE TINS,1,2011-08-03 16:35:00,4.95,14056,United Kingdom,Wednesday
545993,21232,STRAWBERRY CERAMIC TRINKET BOX,60,2011-03-08 13:23:00,1.06,13777,United Kingdom,Tuesday
555418,22362,GLASS JAR PEACOCK BATH SALTS,6,2011-06-03 10:19:00,2.95,15498,United Kingdom,Friday
537144,21110,LARGE CAKE TOWEL PINK SPOTS,1,2010-12-05 13:00:00,6.75,15880,United Kingdom,Sunday
550324,22212,FOUR HOOK  WHITE LOVEBIRDS,6,2011-04-17 13:02:00,2.1,12997,United Kingdom,Sunday
539444,22398,MAGNETS PACK OF 4 SWALLOWS,12,2010-12-17 15:52:00,1.25,14146,United Kingdom,Friday
579536,21677,HEARTS  STICKERS,12,2011-11-30 09:53:00,0.85,12957,United Kingdom,Wednesday
566562,22817,CARD SUKI BIRTHDAY,12,2011-09-13 12:18:00,0.42,17365,United Kingdom,Tuesday
574227,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-11-03 12:18:00,0.42,16992,United Kingdom,Thursday
560691,22727,ALARM CLOCK BAKELIKE RED ,4,2011-07-20 12:00:00,3.75,13136,United Kingdom,Wednesday
550630,85141,JARDIN ETCHED GLASS FRUITBOWL,12,2011-04-19 14:49:00,3.95,14298,United Kingdom,Tuesday
544040,22961,JAM MAKING SET PRINTED,1,2011-02-15 11:40:00,1.45,14701,United Kingdom,Tuesday
569837,21429,RED GINGHAM ROSE JEWELLERY BOX,2,2011-10-06 13:11:00,1.95,12748,United Kingdom,Thursday
553487,84836,ZINC METAL HEART DECORATION,2,2011-05-17 12:38:00,1.25,13246,United Kingdom,Tuesday
556916,21832,CHOCOLATE CALCULATOR,2,2011-06-15 13:35:00,1.65,16898,United Kingdom,Wednesday
567683,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-09-21 16:31:00,4.95,13704,United Kingdom,Wednesday
554552,85099F,JUMBO BAG STRAWBERRY,200,2011-05-25 09:58:00,1.79,13694,United Kingdom,Wednesday
552532,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-05-10 09:39:00,1.95,15615,United Kingdom,Tuesday
547359,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-03-22 12:27:00,1.25,15719,United Kingdom,Tuesday
